Ending     Count  Words
----------------  ----------------------------------------
ES           760  ABBES, ABIES, ABLES, ABYES, ACHES, ACIES, ACMES, ACNES, ACRES, ADZES, AEDES, AGUES, AIDES, AIXES, AJIES, AKEES, AKSES, ALCES, ALMES, ALOES, AMIES, ANTES, APRES, APSES, ARLES, ARSES, ASHES, ASSES, AUGES, AUNES, AURES, AXLES, AYRES, BABES, BAKES, BALES, BANES, BARES, BASES, BATES, BAYES, BEDES, BENES, BERES, BESES, BETES, BEZES, BIBES, BICES, BIDES, BIKES, BILES, BINES, BISES, BITES, BIZES, BLAES, BLEES, BLUES, BODES, BOKES, BOLES, BONES, BORES, BOTES, BOWES, BOXES, BRAES, BREES, BRIES, BUDES, BUKES, BUSES, BUTES, BYDES, BYKES, BYRES, BYTES, CADES, CAFES, CAGES, CAKES, CAMES, CANES, CAPES, CARES, CASES, CATES, CAVES, CEDES, CEPES, CERES, CETES, CIDES, CINES, CIRES, CITES, CIVES, CLAES, CLIES, CLUES, CODES, COKES, COLES, COMES, CONES, COPES, CORES, COSES, COTES, COVES, COXES, COZES, CREES, CRIES, CRUES, CUBES, CUKES, CURES, CUTES, CUZES, CYMES, CYTES, DACES, DALES, DAMES, DARES, DATES, DAZES, DEBES, DEKES, DELES, DEMES, DENES, DERES, DEXES, DICES, DIKES, DIMES, DINES, DITES, DIVES, DOBES, DOGES, DOLES, DOMES, DOPES, DORES, DOSES, DOTES, DOVES, DOXES, DOZES, DREES, DRIES, DUCES, DUDES, DUKES, DULES, DUNES, DUPES, DURES, DUXES, DYKES, DYNES, EALES, EASES, EAVES, ECHES, EDGES, ELVES, EPEES, EQUES, ERNES, ERSES, ESNES, ESSES, EXIES, EYRES, FACES, FADES, FAKES, FALES, FAMES, FANES, FARES, FATES, FAVES, FAXES, FAZES, FECES, FEMES, FERES, FETES, FEZES, FICES, FIDES, FIFES, FIKES, FILES, FINES, FIRES, FIVES, FIXES, FLEES, FLIES, FLOES, FLUES, FOMES, FONES, FORES, FOXES, FREES, FRIES, FROES, FUMES, FUSES, FUZES, FYCES, FYKES, FYLES, GADES, GAGES, GALES, GAMES, GAPES, GARES, GASES, GATES, GAZES, GENES, GERES, GHEES, GIBES, GITES, GIVES, GLEES, GLUES, GOKES, GOLES, GORES, GOVES, GOXES, GREES, GRUES, GUDES, GULES, GYBES, GYPES, GYRES, GYTES, GYVES, HADES, HAJES, HAKES, HALES, HAMES, HARES, HATES, HAVES, HAZES, HEBES, HELES, HEMES, HERES, HETES, HEXES, HIDES, HIKES, HIPES, HIRES, HIVES, HOKES, HOLES, HOMES, HONES, HOPES, HOSES, HOVES, HOWES, HOXES, HUIES, HULES, HYKES, HYLES, HYPES, ICHES, IDEES, IDLES, ISHES, ISLES, IVIES, JADES, JAKES, JAMES, JANES, JAPES, JEFES, JETES, JIBES, JIVES, JOBES, JOKES, JOLES, JONES, JUBES, JUKES, JUPES, JURES, JUTES, JUVES, KADES, KAIES, KALES, KAMES, KANES, KETES, KEXES, KIBES, KIKES, KINES, KIPES, KITES, KNEES, KORES, KOSES, KYLES, KYPES, KYTES, LACES, LADES, LAKES, LAMES, LANES, LARES, LASES, LAVES, LAXES, LAZES, LEDES, LEGES, LEMES, LENES, LERES, LESES, LEVES, LEXES, LEZES, LIFES, LIKES, LIMES, LINES, LIPES, LISES, LITES, LIVES, LOBES, LODES, LOGES, LOKES, LOMES, LOPES, LORES, LOSES, LOTES, LOVES, LOWES, LOXES, LUBES, LUCES, LUDES, LUGES, LUNES, LURES, LUTES, LUXES, LYMES, LYNES, LYRES, LYSES, LYTES, MABES, MACES, MAGES, MAKES, MALES, MANES, MAPES, MARES, MASES, MATES, MAXES, MAZES, MELES, MEMES, MENES, MERES, MESES, METES, MEVES, MEZES, MIKES, MILES, MIMES, MINES, MIRES, MISES, MITES, MIXES, MIZES, MOBES, MODES, MOKES, MOLES, MOMES, MOPES, MORES, MOSES, MOTES, MOUES, MOVES, MOZES, MULES, MURES, MUSES, MUTES, MUXES, MZEES, NABES, NAGES, NAMES, NAPES, NARES, NATES, NAVES, NAZES, NENES, NETES, NEVES, NIDES, NIFES, NINES, NITES, NIXES, NODES, NOKES, NOLES, NOMES, NONES, NOSES, NOTES, NOXES, NOYES, NUDES, NUKES, NUSES, OASES, OAVES, OBOES, OCHES, OGEES, OGLES, OGRES, OKIES, OLPES, OMEES, OMNES, ONCES, ONDES, OOSES, OOZES, ORFES, ORLES, OWIES, OWRES, OXIES, PACES, PAGES, PALES, PANES, PAPES, PARES, PASES, PATES, PAVES, PAXES, PEDES, PEKES, PELES, PENES, PERES, PHIES, PIKES, PILES, PINES, PIPES, PISES, PIXES, PIZES, PLIES, PLUES, POKES, POLES, POMES, PONES, POPES, PORES, POSES, POTES, POXES, PREES, PRIES, PUBES, PUCES, PUKES, PULES, PURES, PUSES, PYNES, PYRES, PYXES, QUIES, RACES, RAGES, RAJES, RAKES, RALES, RAMES, RANES, RAPES, RARES, RASES, RATES, RAVES, RAXES, RAZES, REDES, REGES, REKES, RESES, REXES, REZES, RHIES, RIBES, RICES, RIDES, RILES, RIMES, RINES, RIPES, RISES, RITES, RIVES, ROBES, RODES, ROHES, ROKES, ROLES, RONES, ROPES, RORES, ROSES, ROTES, ROUES, ROVES, ROZES, RUBES, RUDES, RULES, RUMES, RUNES, RUSES, RYKES, SABES, SADES, SAFES, SAGES, SAKES, SALES, SAMES, SANES, SATES, SAVES, SAXES, SAZES, SCYES, SEDES, SELES, SEMES, SENES, SERES, SEXES, SEZES, SHIES, SHOES, SICES, SIDES, SIKES, SILES, SINES, SIPES, SIRES, SISES, SITES, SIXES, SIZES, SKEES, SKIES, SLAES, SLOES, SLUES, SMEES, SNEES, SNIES, SNYES, SOCES, SOKES, SOLES, SONES, SORES, SOXES, SPAES, SPIES, SPUES, STIES, STYES, SUPES, SURES, SUSES, SWEES, SWIES, SYCES, SYKES, SYNES, SYPES, TABES, TACES, TAJES, TAKES, TALES, TAMES, TAPES, TARES, TASES, TATES, TAXES, TELES, TEMES, TENES, TERES, TETES, TEXES, THEES, TICES, TIDES, TIGES, TIKES, TILES, TIMES, TINES, TIRES, TIZES, TOGES, TOKES, TOLES, TOMES, TONES, TOPES, TORES, TOSES, TOTES, TOZES, TREES, TRIES, TRUES, TUBES, TULES, TUNES, TUTES, TUXES, TWAES, TYEES, TYKES, TYNES, TYPES, TYRES, UNCES, URGES, VADES, VALES, VANES, VAPES, VARES, VASES, VAXES, VEGES, VELES, VEVES, VEXES, VIBES, VICES, VINES, VIRES, VISES, VIVES, VLIES, VOCES, VOLES, VOTES, VOXES, WADES, WAGES, WAKES, WALES, WAMES, WANES, WARES, WASES, WAVES, WAWES, WAXES, WEXES, WHIES, WIDES, WIFES, WILES, WINES, WIPES, WIRES, WISES, WITES, WIVES, WIZES, WRIES, WUSES, WYLES, WYTES, YAGES, YALES, YATES, YEDES, YESES, YEVES, YEXES, YIKES, YIPES, YITES, YLKES, YMPES, YOKES, YORES, YOWES, YUKES, YULES, ZAXES, ZEXES, ZEZES, ZINES, ZONES, ZYMES
ED           548  AAHED, ABBED, ABLED, ACHED, ACNED, ACRED, ACTED, ADDED, ADRED, ADZED, AGUED, AIDED, AILED, AIMED, AIRED, AKSED, ALOED, AMPED, ANTED, APTED, ARCED, ARKED, ARLED, ARMED, ARSED, ASHED, ASKED, ASSED, AWNED, AXLED, BAAED, BAKED, BALED, BANED, BARED, BASED, BATED, BAYED, BETED, BIDED, BIKED, BILED, BIPED, BLEED, BLUED, BODED, BOKED, BONED, BOOED, BORED, BOWED, BOXED, BOYED, BREED, BUDED, BUSED, BYDED, BYKED, CAAED, CAGED, CAKED, CANED, CAPED, CARED, CASED, CAVED, CAWED, CEDED, CERED, CIDED, CITED, CLIED, CLUED, CODED, COKED, COLED, CONED, COOED, COPED, CORED, COSED, COTED, COVED, COWED, COXED, COYED, COZED, CREED, CRIED, CUBED, CURED, DALED, DARED, DATED, DAWED, DAZED, DEKED, DELED, DERED, DEWED, DICED, DIKED, DINED, DITED, DIVED, DOLED, DOMED, DOPED, DOSED, DOTED, DOVED, DOWED, DOXED, DOZED, DREED, DRIED, DUDED, DUKED, DUPED, DURED, DYKED, EALED, EANED, EARED, EASED, EAVED, EBBED, ECHED, EDGED, EFFED, EGGED, EIKED, ELFED, EMBED, ENDED, ERNED, ERRED, EUKED, EWKED, FACED, FADED, FAKED, FAMED, FARED, FATED, FAXED, FAYED, FAZED, FETED, FEUED, FEYED, FIFED, FIKED, FILED, FINED, FIRED, FIXED, FLIED, FLUED, FOXED, FREED, FRIED, FUMED, FUSED, FUZED, FYKED, GAGED, GALED, GAMED, GAPED, GATED, GAZED, GIBED, GIVED, GLEED, GLUED, GORED, GOVED, GREED, GRUED, GUYED, GYBED, GYRED, GYVED, HADED, HALED, HAMED, HARED, HATED, HAWED, HAYED, HAZED, HELED, HEWED, HEXED, HEYED, HIDED, HIKED, HIPED, HIRED, HIVED, HOAED, HOHED, HOIED, HOKED, HOLED, HOMED, HONED, HOPED, HOSED, HOVED, HOXED, HOYED, HYPED, ICHED, IDLED, IGGED, IMBED, IMPED, INKED, INNED, IRKED, ISLED, IVIED, JADED, JAPED, JAWED, JEWED, JIBED, JIVED, JOBED, JOKED, JOLED, JOWED, JOYED, JUKED, KAWED, KEYED, KITED, KNEED, LACED, LADED, LAKED, LAMED, LANED, LASED, LATED, LAVED, LAWED, LAXED, LAYED, LAZED, LEMED, LERED, LIKED, LIMED, LINED, LITED, LIVED, LOBED, LOLED, LOMED, LOOED, LOPED, LOSED, LOUED, LOVED, LOWED, LOXED, LUBED, LUGED, LURED, LUTED, LUXED, LYSED, LYTED, MAAED, MACED, MANED, MASED, MATED, MAWED, MAXED, MAYED, MAZED, MENED, MERED, METED, MEVED, MEWED, MIKED, MIMED, MINED, MIRED, MIXED, MOBED, MOLED, MOOED, MOPED, MOSED, MOTED, MOVED, MOWED, MOZED, MULED, MURED, MUSED, MUTED, MUXED, NAKED, NALED, NAMED, NAPED, NAVED, NEWED, NICED, NIDED, NIXED, NODED, NOSED, NOTED, NOWED, NOYED, NUKED, NUSED, OAKED, OARED, OBIED, OFFED, OGEED, OGLED, OILED, ONNED, OOHED, OOPED, OOZED, OPTED, ORBED, ORPED, OUPED, OUTED, OWLED, OWNED, PACED, PAGED, PALED, PANED, PARED, PATED, PAVED, PAWED, PAYED, PENED, PEWED, PIKED, PILED, PINED, PIPED, PIZED, PLIED, POHED, POKED, POLED, POOED, PORED, POSED, POTED, POXED, PREED, PRIED, PUKED, PULED, PURED, PWNED, PYNED, PYXED, RACED, RAGED, RAHED, RAKED, RANED, RAPED, RARED, RASED, RATED, RAVED, RAXED, RAYED, RAZED, REDED, REFED, REKED, REWED, RICED, RILED, RIMED, RIPED, RIVED, ROBED, RODED, ROKED, ROPED, ROSED, ROTED, ROVED, ROWED, RULED, RUNED, RYKED, SABED, SAFED, SANED, SARED, SATED, SAVED, SAWED, SAYED, SERED, SEWED, SEXED, SHIED, SHOED, SHRED, SIDED, SILED, SINED, SIPED, SIRED, SITED, SIZED, SKEED, SKIED, SKYED, SLUED, SNEED, SNIED, SOLED, SORED, SOWED, SPAED, SPEED, SPIED, SPRED, SPUED, STEED, STIED, STYED, SUPED, SURED, SUSED, SWEED, SYNED, SYPED, TAMED, TAPED, TARED, TASED, TAWED, TAXED, TEAED, TEMED, TEWED, THEED, TICED, TIDED, TILED, TIMED, TINED, TIRED, TOGED, TOKED, TOLED, TONED, TOPED, TOSED, TOTED, TOWED, TOYED, TOZED, TREED, TRIED, TRUED, TSKED, TUBED, TUNED, TWEED, TYNED, TYPED, TYRED, UGGED, UMMED, UMPED, UNBED, UNFED, UNKED, UNLED, UNRED, UNWED, UPLED, UPPED, URGED, URNED, URPED, VADED, VANED, VAPED, VEXED, VIBED, VICED, VINED, VIRED, VISED, VOLED, VOTED, VOWED, WADED, WAGED, WAKED, WALED, WAMED, WANED, WARED, WAVED, WAXED, WAYED, WEXED, WIFED, WILED, WINED, WIPED, WIRED, WISED, WITED, WIVED, WOOED, WOWED, WRIED, WYLED, WYTED, YAWED, YCLED, YDRED, YEXED, YIKED, YOKED, YOWED, YUKED, ZONED
ER           472  ABEER, ABLER, ACHER, ACKER, ADDER, AEGER, AFTER, AGGER, AIDER, AIMER, AIRER, AIVER, AKKER, ALDER, ALLER, ALTER, AMBER, AMEER, ANGER, ANKER, APTER, ARMER, ARTER, ASKER, ASPER, ASTER, ATTER, AUGER, AWNER, BAKER, BALER, BARER, BASER, BAYER, BEVER, BIDER, BIKER, BINER, BITER, BLAER, BLUER, BONER, BORER, BOWER, BOXER, BREER, BRIER, BUYER, CABER, CAGER, CANER, CAPER, CARER, CASER, CATER, CAVER, CEDER, CHEER, CIDER, CITER, CODER, COMER, COOER, COPER, CORER, COVER, COWER, COYER, CRIER, CRYER, CUBER, CURER, CUTER, CYBER, CYDER, DAKER, DARER, DATER, DAZER, DEFER, DETER, DICER, DIKER, DIMER, DINER, DIRER, DIVER, DONER, DOPER, DOSER, DOTER, DOVER, DOWER, DOZER, DREER, DRIER, DRYER, DUPER, EAGER, EASER, EATER, EAVER, EDGER, EEVER, EFFER, EGGER, EIDER, ELDER, ELVER, EMBER, EMEER, EMMER, ENDER, ENTER, ESKER, ESTER, ETHER, EXIER, FACER, FADER, FAKER, FARER, FAVER, FAYER, FERER, FEVER, FEWER, FEYER, FIBER, FIFER, FILER, FINER, FIRER, FIVER, FIXER, FLEER, FLIER, FLYER, FOUER, FOYER, FREER, FRIER, FRYER, FUMER, GAGER, GAMER, GAPER, GATER, GAYER, GAZER, GEYER, GIBER, GIVER, GLUER, GOFER, GOIER, GOMER, GONER, GYVER, HALER, HATER, HAVER, HAYER, HAZER, HEDER, HEWER, HEXER, HIDER, HIKER, HIPER, HIRER, HIVER, HOMER, HONER, HOPER, HOSER, HOVER, HUGER, HYPER, ICIER, ICKER, IDLER, ILLER, INFER, INKER, INNER, INTER, INVER, ITHER, JAGER, JAKER, JAPER, JIBER, JIVER, JOKER, KEYER, KHEER, KITER, KOKER, LACER, LADER, LAGER, LAKER, LAMER, LASER, LATER, LAVER, LAWER, LAXER, LAYER, LEGER, LEPER, LEVER, LIBER, LIFER, LIGER, LIKER, LINER, LITER, LIVER, LONER, LOPER, LOSER, LOVER, LOWER, LUGER, LURER, LUSER, LUTER, LUXER, MACER, MAKER, MASER, MATER, MAZER, MERER, METER, MILER, MIMER, MINER, MISER, MITER, MIXER, MODER, MOKER, MOLER, MONER, MOPER, MOVER, MOWER, MUSER, MUTER, NAKER, NAMER, NEPER, NEVER, NEWER, NICER, NIGER, NINER, NITER, NIXER, NOSER, NOTER, NUDER, OAKER, OARER, OATER, OCHER, OCKER, ODDER, OFFER, OFTER, OGLER, OILER, OLDER, OLLER, OMBER, ONCER, OPTER, ORDER, ORMER, OSIER, OTHER, OTTER, OUTER, OWLER, OWNER, OXTER, PACER, PAGER, PALER, PAPER, PARER, PATER, PAVER, PAWER, PAYER, PETER, PHEER, PIKER, PILER, PINER, PIPER, PIZER, PLIER, PLYER, POKER, POLER, PORER, POSER, POWER, PRIER, PRYER, PUCER, PUKER, PULER, PURER, PUTER, QUEER, RACER, RAGER, RAKER, RAPER, RARER, RASER, RATER, RAVER, RAWER, RAZER, REFER, RICER, RIDER, RIFER, RIMER, RIPER, RISER, RIVER, ROBER, ROGER, ROKER, ROMER, ROPER, ROVER, ROWER, RUDER, RULER, RUNER, RYMER, RYPER, SABER, SAFER, SAGER, SAKER, SANER, SASER, SATER, SAVER, SAWER, SAYER, SEDER, SEFER, SERER, SETER, SEVER, SEWER, SEXER, SHEER, SHIER, SHOER, SHYER, SIDER, SIKER, SILER, SIVER, SIXER, SIZER, SKEER, SKIER, SKYER, SLEER, SLIER, SLYER, SNEER, SOBER, SOGER, SOLER, SORER, SOWER, SPAER, SPEER, SPIER, SPUER, STEER, SUBER, SUPER, SURER, SWEER, SYKER, SYVER, TABER, TAKER, TALER, TAMER, TAPER, TASER, TATER, TAVER, TAWER, TAXER, TIGER, TILER, TIMER, TITER, TOKER, TONER, TOPER, TOTER, TOWER, TOYER, TRIER, TRUER, TRYER, TUBER, TUNER, TUYER, TWEER, TWIER, TWOER, TWYER, TYLER, UDDER, ULCER, UMBER, UNDER, UPPER, UPTER, URGER, USHER, USTER, UTTER, VAPER, VEXER, VILER, VINER, VIPER, VIVER, VOMER, VOTER, VOWER, WADER, WAFER, WAGER, WAKER, WALER, WATER, WAVER, WAXER, WEBER, WIDER, WIPER, WIRER, WISER, WIVER, WOKER, WOOER, WRIER, WRYER, YAGER, YARER, YOKER, ZONER
TS           409  ABETS, ABUTS, ADATS, ADITS, ADVTS, ADYTS, AIRTS, APPTS, ARETS, AUNTS, BAFTS, BAHTS, BAITS, BANTS, BASTS, BATTS, BAYTS, BEATS, BEETS, BELTS, BENTS, BESTS, BHATS, BHUTS, BINTS, BITTS, BLATS, BLETS, BLITS, BLOTS, BOATS, BOETS, BOLTS, BOOTS, BORTS, BOTTS, BOUTS, BRATS, BRITS, BRUTS, BUATS, BUNTS, BUSTS, BUTTS, CANTS, CARTS, CASTS, CELTS, CENTS, CERTS, CHATS, CHITS, CHUTS, CISTS, CLATS, CLITS, CLOTS, COATS, COITS, COLTS, COOTS, COSTS, COTTS, CRITS, CUITS, CULTS, CUNTS, CYSTS, DALTS, DANTS, DARTS, DAUTS, DAWTS, DEBTS, DEETS, DELTS, DENTS, DICTS, DIETS, DINTS, DIRTS, DITTS, DOATS, DOITS, DOLTS, DORTS, DOUTS, DOWTS, DRATS, DUCTS, DUETS, DUITS, DUNTS, DUSTS, EASTS, EDITS, EFITS, EMITS, EMPTS, ETATS, EVETS, EXITS, EYOTS, FACTS, FARTS, FASTS, FAUTS, FEATS, FELTS, FENTS, FESTS, FETTS, FIATS, FISTS, FITTS, FLATS, FLITS, FONTS, FOOTS, FORTS, FRATS, FRETS, FRITS, FUNTS, FUSTS, GAITS, GANTS, GASTS, GEATS, GEITS, GELTS, GENTS, GESTS, GHATS, GIFTS, GILTS, GIRTS, GISTS, GLITS, GLUTS, GNATS, GOATS, GOUTS, GRATS, GRITS, GROTS, GUSTS, HAATS, HAETS, HAFTS, HALTS, HANTS, HARTS, HEATS, HEFTS, HENTS, HESTS, HILTS, HINTS, HISTS, HOLTS, HOOTS, HOSTS, HOUTS, HUNTS, HURTS, IKATS, JEATS, JESTS, JILTS, JOLTS, JORTS, JUSTS, KANTS, KARTS, KEETS, KELTS, KENTS, KESTS, KHATS, KHETS, KILTS, KISTS, KNITS, KNOTS, KNUTS, KYATS, LANTS, LASTS, LEATS, LEETS, LEFTS, LESTS, LIFTS, LILTS, LINTS, LISTS, LOFTS, LOOTS, LOUTS, LOWTS, LUNTS, LUSTS, MAFTS, MALTS, MANTS, MARTS, MASTS, MATTS, MAUTS, MEATS, MEETS, MELTS, MENTS, MILTS, MINTS, MISTS, MITTS, MOATS, MOITS, MOLTS, MOOTS, MORTS, MOSTS, MOTTS, MUNTS, MUSTS, MUTTS, NAATS, NANTS, NEATS, NERTS, NESTS, NETTS, NEWTS, NEXTS, NOWTS, NURTS, OASTS, OBITS, OINTS, OMITS, OONTS, OUSTS, PACTS, PANTS, PARTS, PASTS, PEATS, PECTS, PELTS, PENTS, PERTS, PESTS, PHOTS, PHUTS, PIETS, PINTS, PLATS, PLETS, PLOTS, POETS, POLTS, PONTS, POOTS, PORTS, POSTS, POTTS, POUTS, PRATS, PUNTS, PUTTS, PYATS, PYETS, PYOTS, QUATS, QUITS, RAFTS, RAITS, RANTS, RENTS, RESTS, RIFTS, RIOTS, RISTS, RITTS, RONTS, ROOTS, RORTS, ROSTS, ROUTS, ROWTS, RUNTS, RUSTS, RYOTS, SALTS, SANTS, SAUTS, SCATS, SCOTS, SCUTS, SEATS, SECTS, SEKTS, SENTS, SEPTS, SETTS, SEXTS, SHETS, SHITS, SHOTS, SHUTS, SIFTS, SILTS, SISTS, SKATS, SKETS, SKITS, SLATS, SLITS, SLOTS, SLUTS, SMITS, SMUTS, SNITS, SNOTS, SOFTS, SOOTS, SORTS, SOUTS, SPATS, SPETS, SPITS, SPOTS, STATS, STETS, STOTS, SUETS, SUITS, SUNTS, SWATS, SWITS, SWOTS, TACTS, TAITS, TARTS, TATTS, TAUTS, TAWTS, TEATS, TEETS, TENTS, TERTS, TESTS, TEXTS, THOTS, TIFTS, TILTS, TINTS, TOFTS, TOITS, TOLTS, TOOTS, TORTS, TOUTS, TOWTS, TRATS, TRETS, TROTS, TUFTS, TWATS, TWITS, UNITS, VANTS, VASTS, VAUTS, VENTS, VERTS, VESTS, VINTS, VOLTS, WADTS, WAFTS, WAITS, WANTS, WARTS, WASTS, WATTS, WEETS, WEFTS, WELTS, WENTS, WESTS, WHATS, WHETS, WHITS, WIFTS, WILTS, WISTS, WONTS, WORTS, WRITS, XYSTS, YELTS, YESTS, YETTS, YUFTS, YURTS, ZESTS
AS           358  AAPAS, ABBAS, ACCAS, ACTAS, ADDAS, AGBAS, AGHAS, AGMAS, AIDAS, AIGAS, AKKAS, ALBAS, ALFAS, ALGAS, ALIAS, ALMAS, AMIAS, AMLAS, AMMAS, ANGAS, ANLAS, ANNAS, ANOAS, ANSAS, ANTAS, AQUAS, ARBAS, AREAS, ARIAS, ARNAS, ARPAS, ARRAS, ATLAS, ATMAS, ATTAS, ATUAS, AULAS, AURAS, AVGAS, BABAS, BALAS, BAMAS, BASAS, BAYAS, BAZAS, BEMAS, BETAS, BIMAS, BOBAS, BOLAS, BOMAS, BORAS, BOTAS, BUBAS, BUDAS, BUNAS, BURAS, CABAS, CACAS, CAMAS, CAPAS, CASAS, CAVAS, CHIAS, COCAS, CODAS, COLAS, COMAS, CRIAS, CYCAS, CYMAS, DADAS, DEGAS, DEVAS, DIKAS, DISAS, DITAS, DIVAS, DIYAS, DONAS, DOPAS, DOSAS, DRYAS, DUKAS, DUMAS, DURAS, EGMAS, EKKAS, EMMAS, EPHAS, ETNAS, EYRAS, FAVAS, FETAS, FLEAS, GALAS, GAMAS, GENAS, GETAS, GIGAS, GILAS, GLIAS, GORAS, GUGAS, GULAS, GUNAS, HAHAS, HAKAS, HAPAS, HIBAS, HOKAS, HOMAS, HORAS, HOYAS, HUIAS, HULAS, HUMAS, HYLAS, IDEAS, INCAS, IORAS, IOTAS, ISBAS, IXIAS, JAFAS, JAGAS, JAVAS, JOTAS, JUBAS, JUDAS, KAKAS, KALAS, KAMAS, KANAS, KAPAS, KARAS, KATAS, KAVAS, KAWAS, KETAS, KINAS, KIPAS, KIVAS, KOHAS, KOKAS, KOLAS, KORAS, KUIAS, KULAS, KUNAS, KUTAS, KUYAS, LAMAS, LANAS, LAPAS, LAVAS, LEVAS, LIMAS, LIPAS, LIRAS, LITAS, LIWAS, LOLAS, LOMAS, LOTAS, LUMAS, LUNAS, MACAS, MAGAS, MAJAS, MALAS, MAMAS, MANAS, MARAS, MASAS, MAYAS, MAZAS, MELAS, MESAS, METAS, MICAS, MIHAS, MINAS, MITAS, MIYAS, MOGAS, MOLAS, MONAS, MORAS, MOWAS, MOXAS, MOYAS, MURAS, MUTAS, MYNAS, NADAS, NAGAS, NAKAS, NALAS, NANAS, NAPAS, NARAS, NEMAS, NETAS, NILAS, NIPAS, NIVAS, NOIAS, NOMAS, NONAS, NOVAS, NOXAS, OBIAS, OCTAS, OHIAS, OKRAS, OKTAS, OLLAS, OMDAS, OOAAS, ORCAS, OUMAS, OUPAS, OXEAS, PACAS, PADAS, PALAS, PAPAS, PARAS, PATAS, PAUAS, PAVAS, PAWAS, PEBAS, PELAS, PICAS, PIKAS, PIMAS, PINAS, PIPAS, PITAS, PLAAS, PLEAS, POMAS, POYAS, PROAS, PSIAS, PSOAS, PUHAS, PUJAS, PUKAS, PULAS, PUMAS, PUNAS, PUPAS, PUTAS, PUYAS, QILAS, RAGAS, RAIAS, RAJAS, RANAS, RASAS, RATAS, RAYAS, REJAS, REPAS, RHEAS, RIBAS, RIVAS, RIZAS, ROTAS, RUDAS, RUGAS, RUSAS, SAGAS, SALAS, SAMAS, SAYAS, SEGAS, SEMAS, SENAS, SHEAS, SHWAS, SIDAS, SIKAS, SIMAS, SKUAS, SOBAS, SOCAS, SODAS, SOFAS, SOJAS, SOLAS, SOMAS, SORAS, SOYAS, STOAS, SUBAS, SURAS, TAHAS, TAKAS, TALAS, TAMAS, TANAS, TAPAS, TARAS, TAVAS, TAWAS, TEPAS, TERAS, TEXAS, TIKAS, TINAS, TITAS, TOEAS, TOGAS, TOLAS, TORAS, TOSAS, TUBAS, TUFAS, TUNAS, ULNAS, ULVAS, UMMAS, UMRAS, UREAS, URVAS, UVEAS, VACAS, VADAS, VAKAS, VARAS, VATAS, VEGAS, VENAS, VIGAS, VINAS, VISAS, VITAS, VIVAS, WADAS, WAKAS, WAWAS, WEKAS, WETAS, WOMAS, YABAS, YAYAS, YOGAS, YUCAS, YUGAS, ZEDAS, ZETAS, ZILAS, ZOEAS, ZUPAS
